칸디다성 구내염,,,,NNP,*,T,칸디다성 구내염,*,*,*,*,*
캄필로박터 감염증,,,,NNP,*,T,캄필로박터 감염증,*,*,*,*,*
코로나-19,,,,NNP,*,T,코로나-19,*,*,*,*,*
큐열,,,,NNP,*,T,큐열,*,*,*,*,*
크로이츠펠트-야콥병,,,,NNP,*,T,크로이츠펠트-야콥병,*,*,*,*,*
탄저병,,,,NNP,*,T,탄저병,*,*,*,*,*
털진드기병,,,,NNP,*,T,털진드기병,*,*,*,*,*
톡소플라즈마증,,,,NNP,*,T,톡소플라즈마증,*,*,*,*,*
파라인플루엔자 감염증,,,,NNP,*,T,파라인플루엔자 감염증,*,*,*,*,*
패혈성 관절염,,,,NNP,*,T,패혈성 관절염,*,*,*,*,*
패혈증,,,,NNP,*,T,패혈증,*,*,*,*,*
폐결핵,,,,NNP,*,T,폐결핵,*,*,*,*,*
폐색성 혈전 혈관염,,,,NNP,*,T,폐색성 혈전 혈관염,*,*,*,*,*
포도상구균 감염,,,,NNP,*,T,포도상구균 감염,*,*,*,*,*
풍진,,,,NNP,*,T,풍진,*,*,*,*,*
한센병,,,,NNP,*,T,한센병,*,*,*,*,*
헤르페스 바이러스 감염,,,,NNP,*,T,헤르페스 바이러스 감염,*,*,*,*,*
호산구 증가증,,,,NNP,*,T,호산구 증가증,*,*,*,*,*
홍역,,,,NNP,*,T,홍역,*,*,*,*,*
황열,,,,NNP,*,T,황열,*,*,*,*,*
효모균증,,,,NNP,*,T,효모균증,*,*,*,*,*
후천성 면역결핍증,,,,NNP,*,T,후천성 면역결핍증,*,*,*,*,*
흑사병,,,,NNP,*,T,흑사병,*,*,*,*,*
히스토플라즈마증,,,,NNP,*,T,히스토플라즈마증,*,*,*,*,*
고혈압,,,,NNP,*,T,고혈압,*,*,*,*,*
괴혈병,,,,NNP,*,T,괴혈병,*,*,*,*,*
납 중독,,,,NNP,*,T,납 중독,*,*,*,*,*
냉방병,,,,NNP,*,T,냉방병,*,*,*,*,*
대사 증후군,,,,NNP,*,T,대사 증후군,*,*,*,*,*
만성 피로 증후군,,,,NNP,*,T,만성 피로 증후군,*,*,*,*,*
비만,,,,NNP,*,T,비만,*,*,*,*,*
새집 증후군,,,,NNP,*,T,새집 증후군,*,*,*,*,*
알코올성 간질환,,,,NNP,*,T,알코올성 간질환,*,*,*,*,*
원인을 알 수 없는 열,,,,NNP,*,T,원인을 알 수 없는 열,*,*,*,*,*
이상지질혈증,,,,NNP,*,T,이상지질혈증,*,*,*,*,*
지방간,,,,NNP,*,T,지방간,*,*,*,*,*
폐경,,,,NNP,*,T,폐경,*,*,*,*,*
감각신경성 난청,,,,NNP,*,T,감각신경성 난청,*,*,*,*,*
경부 림프절염,,,,NNP,*,T,경부 림프절염,*,*,*,*,*
구강암,,,,NNP,*,T,구강암,*,*,*,*,*
급성 중이염,,,,NNP,*,T,급성 중이염,*,*,*,*,*
꽃가루 알레르기,,,,NNP,*,F,꽃가루 알레르기,*,*,*,*,*
난청,,,,NNP,*,T,난청,*,*,*,*,*
낭포성 히그로마,,,,NNP,*,F,낭포성 히그로마,*,*,*,*,*
두통,,,,NNP,*,T,두통,*,*,*,*,*
루드비히 안자이나,,,,NNP,*,F,루드비히 안자이나,*,*,*,*,*
만성 부비동염,,,,NNP,*,T,만성 부비동염,*,*,*,*,*
만성 비염,,,,NNP,*,T,만성 비염,*,*,*,*,*
만성 중이염,,,,NNP,*,T,만성 중이염,*,*,*,*,*
메니에르병,,,,NNP,*,T,메니에르병,*,*,*,*,*
미로염,,,,NNP,*,T,미로염,*,*,*,*,*
부비동염,,,,NNP,*,T,부비동염,*,*,*,*,*
비부비동 종양,,,,NNP,*,T,비부비동 종양,*,*,*,*,*
비용종,,,,NNP,*,T,비용종,*,*,*,*,*
비인두 종양,,,,NNP,*,T,비인두 종양,*,*,*,*,*
비중격 만곡,,,,NNP,*,T,비중격 만곡,*,*,*,*,*
비출혈,,,,NNP,*,T,비출혈,*,*,*,*,*
산후 갑상선염,,,,NNP,*,T,산후 갑상선염,*,*,*,*,*
삼출성 중이염,,,,NNP,*,T,삼출성 중이염,*,*,*,*,*
상기도 감염,,,,NNP,*,T,상기도 감염,*,*,*,*,*
성대와 후두 결절,,,,NNP,*,T,성대와 후두 결절,*,*,*,*,*
성대와 후두 용종,,,,NNP,*,T,성대와 후두 용종,*,*,*,*,*
수면 무호흡증,,,,NNP,*,T,수면 무호흡증,*,*,*,*,*
아나필락시스,,,,NNP,*,F,아나필락시스,*,*,*,*,*
아데노이드의 비대를 동반한 편도의 비대,,,,NNP,*,T,아데노이드의 비대를 동반한 편도의 비대,*,*,*,*,*
알레르기 비염,,,,NNP,*,T,알레르기 비염,*,*,*,*,*
외상에 의한 고막 천공,,,,NNP,*,T,외상에 의한 고막 천공,*,*,*,*,*
외이도염,,,,NNP,*,T,외이도염,*,*,*,*,*
이명,,,,NNP,*,T,이명,*,*,*,*,*
이석증,,,,NNP,*,T,이석증,*,*,*,*,*
인후두염,,,,NNP,*,T,인후두염,*,*,*,*,*
전정신경염,,,,NNP,*,T,전정신경염,*,*,*,*,*
진주종,,,,NNP,*,T,진주종,*,*,*,*,*
청신경초종,,,,NNP,*,T,청신경초종,*,*,*,*,*
타석증,,,,NNP,*,T,타석증,*,*,*,*,*
타액선암,,,,NNP,*,T,타액선암,*,*,*,*,*
편도선염,,,,NNP,*,T,편도선염,*,*,*,*,*
현훈,,,,NNP,*,T,현훈,*,*,*,*,*
후각장애,,,,NNP,*,T,후각장애,*,*,*,*,*
미각장애,,,,NNP,*,T,미각장애,*,*,*,*,*
후두암,,,,NNP,*,T,후두암,*,*,*,*,*
후비루,,,,NNP,*,F,후비루,*,*,*,*,*
VDT 증후군,,,,NNP,*,T,VDT 증후군,*,*,*,*,*
가스 괴저,,,,NNP,*,F,가스 괴저,*,*,*,*,*
각기병,,,,NNP,*,T,각기병,*,*,*,*,*
강직성 척추염,,,,NNP,*,T,강직성 척추염,*,*,*,*,*
거북목 증후군,,,,NNP,*,T,거북목 증후군,*,*,*,*,*
건 손상,,,,NNP,*,T,건 손상,*,*,*,*,*
건초염,,,,NNP,*,T,건초염,*,*,*,*,*
결절종,,,,NNP,*,T,결절종,*,*,*,*,*
경골과 비골 골절,,,,NNP,*,T,경골과 비골 골절,*,*,*,*,*
고관절 이형성증,,,,NNP,*,T,고관절 이형성증,*,*,*,*,*
골감소증,,,,NNP,*,T,골감소증,*,*,*,*,*
골관절염,,,,NNP,*,T,골관절염,*,*,*,*,*
골괴사,,,,NNP,*,F,골괴사,*,*,*,*,*
골수염,,,,NNP,*,T,골수염,*,*,*,*,*
골육종,,,,NNP,*,T,골육종,*,*,*,*,*
불유합,,,,NNP,*,T,불유합,*,*,*,*,*
골절 후 부정 유합,,,,NNP,*,T,골절 후 부정 유합,*,*,*,*,*
관절염,,,,NNP,*,T,관절염,*,*,*,*,*
관절와순 파열,,,,NNP,*,T,관절와순 파열,*,*,*,*,*
구획 증후군,,,,NNP,*,T,구획 증후군,*,*,*,*,*
근근막 통증 증후군,,,,NNP,*,T,근근막 통증 증후군,*,*,*,*,*
근긴장성 이영양증,,,,NNP,*,T,근긴장성 이영양증,*,*,*,*,*
근육병,,,,NNP,*,T,근육병,*,*,*,*,*
내반슬,,,,NNP,*,T,내반슬,*,*,*,*,*
내상과염,,,,NNP,*,T,내상과염,*,*,*,*,*
내연골종,,,,NNP,*,T,내연골종,*,*,*,*,*
노인성 척추후만증,,,,NNP,*,T,노인성 척추후만증,*,*,*,*,*
대퇴 골절,,,,NNP,*,T,대퇴 골절,*,*,*,*,*
대퇴골두 무혈관성 괴사,,,,NNP,*,F,대퇴골두 무혈관성 괴사,*,*,*,*,*
동결견,,,,NNP,*,T,동결견,*,*,*,*,*
두개 유합증,,,,NNP,*,T,두개 유합증,*,*,*,*,*
듀시엔형 근이영양증,,,,NNP,*,T,듀시엔형 근이영양증,*,*,*,*,*
듀피트렌 구축,,,,NNP,*,T,듀피트렌 구축,*,*,*,*,*
류마티스 관절염,,,,NNP,*,T,류마티스 관절염,*,*,*,*,*
마르판 증후군,,,,NNP,*,T,마르판 증후군,*,*,*,*,*
망치족지,,,,NNP,*,F,망치족지,*,*,*,*,*
무지중수지관절측부인대손상,,,,NNP,*,T,무지중수지관절측부인대손상,*,*,*,*,*
엄지중수지관절측부인대손상,,,,NNP,*,T,엄지중수지관절측부인대손상,*,*,*,*,*
무지외반증,,,,NNP,*,T,무지외반증,*,*,*,*,*
반달연골 이상,,,,NNP,*,T,반달연골 이상,*,*,*,*,*
반월판 연골손상,,,,NNP,*,T,반월판 연골손상,*,*,*,*,*
베이커 낭종,,,,NNP,*,T,베이커 낭종,*,*,*,*,*
베체트 병,,,,NNP,*,T,베체트 병,*,*,*,*,*
병리적 골절,,,,NNP,*,T,병리적 골절,*,*,*,*,*
복합 부위 통증 증후군,,,,NNP,*,T,복합 부위 통증 증후군,*,*,*,*,*
부가지,,,,NNP,*,F,부가지,*,*,*,*,*
뼈의 신생물,,,,NNP,*,T,뼈의 신생물,*,*,*,*,*
석회성 건염,,,,NNP,*,T,석회성 건염,*,*,*,*,*
선천성 사경,,,,NNP,*,T,선천성 사경,*,*,*,*,*
선천성 편평발,,,,NNP,*,T,선천성 편평발,*,*,*,*,*
섬유근육통,,,,NNP,*,T,섬유근육통,*,*,*,*,*
소아 류마티스 관절염,,,,NNP,*,T,소아 류마티스 관절염,*,*,*,*,*
소아마비,,,,NNP,*,F,소아마비,*,*,*,*,*
손목 수근관 증후군,,,,NNP,*,T,손목 수근관 증후군,*,*,*,*,*
쇄골 골절,,,,NNP,*,T,쇄골 골절,*,*,*,*,*
수부 외상,,,,NNP,*,T,수부 외상,*,*,*,*,*
슬개건염,,,,NNP,*,T,슬개건염,*,*,*,*,*
슬개골 골절,,,,NNP,*,T,슬개골 골절,*,*,*,*,*
슬관절 장애,,,,NNP,*,T,슬관절 장애,*,*,*,*,*
십자 인대 손상,,,,NNP,*,T,십자 인대 손상,*,*,*,*,*
아킬레스 건 파열,,,,NNP,*,T,아킬레스 건 파열,*,*,*,*,*
아킬레스 건염,,,,NNP,*,T,아킬레스 건염,*,*,*,*,*
안면 골절,,,,NNP,*,T,안면 골절,*,*,*,*,*
압궤 손상,,,,NNP,*,T,압궤 손상,*,*,*,*,*
연골연화증,,,,NNP,*,T,연골연화증,*,*,*,*,*
연골형성저하증,,,,NNP,*,T,연골형성저하증,*,*,*,*,*
염좌,,,,NNP,*,F,염좌,*,*,*,*,*
오목가슴,,,,NNP,*,T,오목가슴,*,*,*,*,*
오스굿씨 병,,,,NNP,*,T,오스굿씨 병,*,*,*,*,*
완전 척수 손상,,,,NNP,*,T,완전 척수 손상,*,*,*,*,*
외반슬,,,,NNP,*,T,외반슬,*,*,*,*,*
외상에 의한 척추 손상,,,,NNP,*,T,외상에 의한 척추 손상,*,*,*,*,*
요족,,,,NNP,*,T,요족,*,*,*,*,*
요추 전방전위증,,,,NNP,*,T,요추 전방전위증,*,*,*,*,*
요추 추간판 탈출증,,,,NNP,*,T,요추 추간판 탈출증,*,*,*,*,*
요추관 협착증,,,,NNP,*,T,요추관 협착증,*,*,*,*,*
요통,,,,NNP,*,T,요통,*,*,*,*,*
원위 요골과 척골 골절,,,,NNP,*,T,원위 요골과 척골 골절,*,*,*,*,*
원판형 반월상연골,,,,NNP,*,T,원판형 반월상연골,*,*,*,*,*
육종,,,,NNP,*,T,육종,*,*,*,*,*
이소성 골화증,,,,NNP,*,T,이소성 골화증,*,*,*,*,*
일과성 고관절 활액막염,,,,NNP,*,T,일과성 고관절 활액막염,*,*,*,*,*
재발성 견관절 전방 탈구,,,,NNP,*,F,재발성 견관절 전방 탈구,*,*,*,*,*
전신 경화증,,,,NNP,*,T,전신 경화증,*,*,*,*,*
점액낭염,,,,NNP,*,T,점액낭염,*,*,*,*,*
족저 근막염,,,,NNP,*,T,족저 근막염,*,*,*,*,*
좌골신경통,,,,NNP,*,T,좌골신경통,*,*,*,*,*
주관절 외상과염,,,,NNP,*,T,주관절 외상과염,*,*,*,*,*
지간 신경종,,,,NNP,*,T,지간 신경종,*,*,*,*,*
지방종,,,,NNP,*,T,지방종,*,*,*,*,*
지체장애,,,,NNP,*,T,지체장애,*,*,*,*,*
척수구근 근위축증,,,,NNP,*,T,척수구근 근위축증,*,*,*,*,*
척추 종양,,,,NNP,*,T,척추 종양,*,*,*,*,*
척추측만증,,,,NNP,*,T,척추측만증,*,*,*,*,*
천추골 골절,,,,NNP,*,T,천추골 골절,*,*,*,*,*
턱관절 장애,,,,NNP,*,T,턱관절 장애,*,*,*,*,*
통풍성 관절염,,,,NNP,*,T,통풍성 관절염,*,*,*,*,*
퇴행성 척추 장애,,,,NNP,*,T,퇴행성 척추 장애,*,*,*,*,*
패혈성 관절염,,,,NNP,*,T,패혈성 관절염,*,*,*,*,*
피로 골절,,,,NNP,*,T,피로 골절,*,*,*,*,*
피부근육염,,,,NNP,*,T,피부근육염,*,*,*,*,*
회전근개 증후군,,,,NNP,*,T,회전근개 증후군,*,*,*,*,*
횡단성 척수염,,,,NNP,*,T,횡단성 척수염,*,*,*,*,*
횡문근육종,,,,NNP,*,T,횡문근육종,*,*,*,*,*
횡문근융해증,,,,NNP,*,T,횡문근융해증,*,*,*,*,*
후종인대 골화증,,,,NNP,*,T,후종인대 골화증,*,*,*,*,*
각막 궤양,,,,NNP,*,T,각막 궤양,*,*,*,*,*
각막 혼탁과 흉터,,,,NNP,*,F,각막 혼탁과 흉터,*,*,*,*,*
각막염,,,,NNP,*,T,각막염,*,*,*,*,*
근시,,,,NNP,*,F,근시,*,*,*,*,*
꽃가루 알레르기,,,,NNP,*,F,꽃가루 알레르기,*,*,*,*,*
노안,,,,NNP,*,T,노안,*,*,*,*,*
눈꺼풀 장애,,,,NNP,*,T,눈꺼풀 장애,*,*,*,*,*
눈물흘림증,,,,NNP,*,T,눈물흘림증,*,*,*,*,*
당뇨망막병증,,,,NNP,*,T,당뇨망막병증,*,*,*,*,*
두통,,,,NNP,*,T,두통,*,*,*,*,*
레버씨 시신경 위축증,,,,NNP,*,T,레버씨 시신경 위축증,*,*,*,*,*
마르판 증후군,,,,NNP,*,T,마르판 증후군,*,*,*,*,*
망막 박리,,,,NNP,*,F,망막 박리,*,*,*,*,*
망막 열공,,,,NNP,*,T,망막 열공,*,*,*,*,*
망막 정맥 폐쇄,,,,NNP,*,F,망막 정맥 폐쇄,*,*,*,*,*
망막색소변성증,,,,NNP,*,T,망막색소변성증,*,*,*,*,*
망막아세포종,,,,NNP,*,T,망막아세포종,*,*,*,*,*
맥락막 흑색종,,,,NNP,*,T,맥락막 흑색종,*,*,*,*,*
맥립종,,,,NNP,*,T,맥립종,*,*,*,*,*
미숙아 망막병증,,,,NNP,*,T,미숙아 망막병증,*,*,*,*,*
비루관 폐쇄,,,,NNP,*,F,비루관 폐쇄,*,*,*,*,*
비문증,,,,NNP,*,T,비문증,*,*,*,*,*
사시,,,,NNP,*,F,사시,*,*,*,*,*
색약,,,,NNP,*,T,색약,*,*,*,*,*
선천성 눈 기형,,,,NNP,*,T,선천성 눈 기형,*,*,*,*,*
수정체 탈구,,,,NNP,*,F,수정체 탈구,*,*,*,*,*
스티븐 존슨 증후군,,,,NNP,*,T,스티븐 존슨 증후군,*,*,*,*,*
시신경염,,,,NNP,*,T,시신경염,*,*,*,*,*
안검내반,,,,NNP,*,T,안검내반,*,*,*,*,*
안검염,,,,NNP,*,T,안검염,*,*,*,*,*
안검하수,,,,NNP,*,F,안검하수,*,*,*,*,*
안구 건조증,,,,NNP,*,T,안구 건조증,*,*,*,*,*
안암,,,,NNP,*,T,안암,*,*,*,*,*
알레르기성 결막염,,,,NNP,*,T,알레르기성 결막염,*,*,*,*,*
약시,,,,NNP,*,F,약시,*,*,*,*,*
원추각막,,,,NNP,*,T,원추각막,*,*,*,*,*
유리체 출혈,,,,NNP,*,T,유리체 출혈,*,*,*,*,*
익상편,,,,NNP,*,T,익상편,*,*,*,*,*
중심장액성 맥락망막병증,,,,NNP,*,T,중심장액성 맥락망막병증,*,*,*,*,*
진균성 각막 궤양,,,,NNP,*,T,진균성 각막 궤양,*,*,*,*,*
출혈성 결막염,,,,NNP,*,T,출혈성 결막염,*,*,*,*,*
홍채염,,,,NNP,*,T,홍채염,*,*,*,*,*
화농성 안구내염,,,,NNP,*,T,화농성 안구내염,*,*,*,*,*
황반변성,,,,NNP,*,T,황반변성,*,*,*,*,*
황반천공,,,,NNP,*,T,황반천공,*,*,*,*,*
각기병,,,,NNP,*,T,각기병,*,*,*,*,*
강박 장애,,,,NNP,*,T,강박 장애,*,*,*,*,*
거스트만 증후군,,,,NNP,*,T,거스트만 증후군,*,*,*,*,*
건강염려증,,,,NNP,*,T,건강염려증,*,*,*,*,*
결핵성 수막염,,,,NNP,*,T,결핵성 수막염,*,*,*,*,*
경계성 인격장애,,,,NNP,*,T,경계성 인격장애,*,*,*,*,*
경미한 인지장애,,,,NNP,*,T,경미한 인지장애,*,*,*,*,*
경추 추간판 탈출증,,,,NNP,*,T,경추 추간판 탈출증,*,*,*,*,*
공황 장애,,,,NNP,*,T,공황 장애,*,*,*,*,*
과호흡 증후군,,,,NNP,*,T,과호흡 증후군,*,*,*,*,*
광견병,,,,NNP,*,T,광견병,*,*,*,*,*
광장공포증,,,,NNP,*,T,광장공포증,*,*,*,*,*
군발성 두통 증후군,,,,NNP,*,T,군발성 두통 증후군,*,*,*,*,*
근위축성 측색 경화증,,,,NNP,*,T,근위축성 측색 경화증,*,*,*,*,*
근육 긴장성 두통,,,,NNP,*,T,근육 긴장성 두통,*,*,*,*,*
근육긴장이상증,,,,NNP,*,T,근육긴장이상증,*,*,*,*,*
금단 현상,,,,NNP,*,T,금단 현상,*,*,*,*,*
기면증,,,,NNP,*,T,기면증,*,*,*,*,*
기분부전증,,,,NNP,*,T,기분부전증,*,*,*,*,*
기억상실증,,,,NNP,*,T,기억상실증,*,*,*,*,*
길랑-바레 증후군,,,,NNP,*,T,길랑-바레 증후군,*,*,*,*,*
난독증,,,,NNP,*,T,난독증,*,*,*,*,*
뇌 동정맥 기형,,,,NNP,*,T,뇌 동정맥 기형,*,*,*,*,*
뇌경색,,,,NNP,*,T,뇌경색,*,*,*,*,*
뇌동맥류,,,,NNP,*,F,뇌동맥류,*,*,*,*,*
뇌염,,,,NNP,*,T,뇌염,*,*,*,*,*
뇌전증,,,,NNP,*,T,뇌전증,*,*,*,*,*
뇌졸중,,,,NNP,*,T,뇌졸중,*,*,*,*,*
뇌종양,,,,NNP,*,T,뇌종양,*,*,*,*,*
뇌출혈,,,,NNP,*,T,뇌출혈,*,*,*,*,*
뇌하수체 양성 및 악성 신생물,,,,NNP,*,T,뇌하수체 양성 및 악성 신생물,*,*,*,*,*
다발성 경화증,,,,NNP,*,T,다발성 경화증,*,*,*,*,*
다발성 신경병증,,,,NNP,*,T,다발성 신경병증,*,*,*,*,*
당뇨병성 말초신경병증,,,,NNP,*,T,당뇨병성 말초신경병증,*,*,*,*,*
대뇌성 거인증,,,,NNP,*,T,대뇌성 거인증,*,*,*,*,*
두통,,,,NNP,*,T,두통,*,*,*,*,*
진전,,,,NNP,*,T,진전,*,*,*,*,*
떨림,,,,NNP,*,T,떨림,*,*,*,*,*
뚜렛 증후군,,,,NNP,*,T,뚜렛 증후군,*,*,*,*,*
레이노병,,,,NNP,*,T,레이노병,*,*,*,*,*
리 증후군,,,,NNP,*,T,리 증후군,*,*,*,*,*
말단비대증,,,,NNP,*,T,말단비대증,*,*,*,*,*
말더듬이,,,,NNP,*,F,말더듬이,*,*,*,*,*
망상 장애,,,,NNP,*,T,망상 장애,*,*,*,*,*
모야모야병,,,,NNP,*,T,모야모야병,*,*,*,*,*
뮌하우젠 증후군,,,,NNP,*,T,뮌하우젠 증후군,*,*,*,*,*
바이러스성 뇌수막염,,,,NNP,*,T,바이러스성 뇌수막염,*,*,*,*,*
박테리아성 뇌수막염,,,,NNP,*,T,박테리아성 뇌수막염,*,*,*,*,*
반사회성 인격장애,,,,NNP,*,T,반사회성 인격장애,*,*,*,*,*
반응성 애착장애,,,,NNP,*,T,반응성 애착장애,*,*,*,*,*
발모벽,,,,NNP,*,T,발모벽,*,*,*,*,*
