,name,date,content
177,수능 당일 식사… 두뇌 회전 돕는 영양소 담아 '평소 3분의 2만',2020.12.02,"코로나 19 대유행으로 우여곡절이 많았던 2021학년도 대학수학능력시험(수능)이 드디어 내일이다. 고3 수험생은 수능 당일까지 마음을 놓아서는 안 된다. 수험생 중에 코로나 확진자가 나오고 있는 데다, 난생처음 마스크를 쓰고 방역 수칙을 지켜가며 수능을 치러야 하기 때문이다. 긴장감이 더해지는 가운데, 수능 당일 식단 선정을 잘 해야 한다. 점심 도시락을 쌀 때 참고해야 할 것들에 대해 알아본다.◇수능 당일 식단은 '이렇게' ‘뇌’를 활기차게 만드는 탄수화물 공급을 탄수화물은 두뇌 활동의 주 에너지원인 포도당을 공급해 단기 인지 능력을 향상하고 두뇌 회전을 돕는다. 포도당 대사를 촉진해 뇌세포를 활성화하는 데 도움을 주는 ‘비타민 B군’도 중요하다. 도정하지 않은 곡류나 콩 등에서 얻을 수 있다. 그 외 기억력 향상 및 뇌 기능을 향상하는 ‘비타민 E’는 호두나 아몬드 등의 견과류에서 얻을 수 있고, 뇌 세포막을 구성하고 두뇌활동을 촉진하는 ‘EPA, DHA 등과 같은 지방산’은 고등어, 참치 등 등푸른생선으로 얻을 수 있다.자극적이지 않게, 평소 식단대로 시험으로 인한 불안과 긴장은 소화 기관을 예민하게 만든다. 맵거나 기름진 음식은 소화불량의 원인이 될 수 있다. 또 평소 먹지 않던 새로운 음식은 오히려 몸의 항상성을 깰 수 있다. 따라서 평소에 먹던 식단의 간을 삼삼하게 해 섭취하는 것이 좋다.채소는 너무 많지 않게 녹색 채소엔 엽산, 베타카로틴, 비타민 B군 등 뇌 활동 증진에 효과적인 영양소가 많다. 그러나 너무 많은 섭취는 바람직하지 않다. 식이섬유가 다량으로 들어가 있어 장 운동을 촉진하기 때문이다. 두뇌 활동을 직접적으로 돕는 주 에너지원이 아니기 때문에 시험 당일 많이 먹을 필요는 없다. 상추나 바나나와 같은 잠이 오는 음식도 피하는 게 좋다."
178,한방에서는 '생리통' 어떻게 치료할까?,2020.12.02,"여성은 매달 약 일주일간 '생리'와의 싸움을 한다. 생리 기간을 무던히 지나가는 여성도 있는 반면, 매일을 복통과 우울감 속에서 보내는 여성도 많다.특히 대다수 여성이 호소하는 생리통은 여성의 월경주기와 연관돼 주기적으로 나타나는 하복부 통증을 말한다. 개인에 따라 ▲쥐어짜는 듯하거나 ▲콕콕 찌르거나 ▲묵직한 느낌이 드는 등 다양한 증상으로 나타난다.한방에서는 생리통을 불통칙통(不通則痛), 불영칙통(不營則痛) 크게 두 가지 기전으로 설명한다. 기운과 혈액순환이 잘 이뤄지지 않아서 통증이 생긴다고 보는 것이다. 평소 예민하고 스트레스를 많이 받거나 손발이 유독 차고 추위를 많이 타는 체질의 여성들, 식사량이 적고 마른 체형으로 피로를 자주 느끼는 허약한 여성들에게 주로 나타난다고 설명한다.함소아한의원 분당점 정보배 원장은 ""한방에서 생리통 치료는 통증 자체의 해결에 집중하기보다 통증의 원인을 개선하는 방향으로 접근한다""며 ""기운 순환이 잘 되지 못하거나 부족하면 '어혈' 이라는 혈액순환 저하가 생기므로 이를 개선하기 위한 치료를 한다""고 말했다. 치료에는 ‘목단피’, ‘도인’ 등의 약재를 사용한다. 평소 예민하고 스트레스를 많이 받아서 기운 순환이 원활하지 못한 여성들의 경우 ‘향부자’, ‘오약’ 등의 약재를 사용하여 기운 순환을 돕고, 추위를 많이 타는 여성들의 경우 몸을 따뜻하게 돕는 약재를 사용한다.정보배 원장은 “생리통이 심한 경우 집에서는 따뜻한 기운으로 혈액 순환이 될 수 있게 아랫배에 온찜질을 하는 것이 통증 완화에 도움이 된다""며 ""척추와 골반이 틀어지면 자궁에 압박을 주어 통증이 심해질 수 있으니, 성장기 아이들은 평소 골반 균형이 깨지지 않도록 바른 자세를 유지하는 게 중요하다”고 말했다. 탈수 상태로 인해 자궁 근육이 수축하면 통증이 더 심해지기 때문에 평소 수분을 충분하게 섭취하고, 생리 중에는 이뇨작용으로 수분을 빼앗아가는 커피, 콜라, 초콜릿 등 카페인이나 알코올 섭취를 줄이는 것도 도움이 된다."
179,'이 식단' 비만약만큼 다이어트에 효과,2020.12.02,"유방암 경험자가 꾸준한 지중해식 식단을 하면 항비만약제 만큼의 체중감량 효과가 있고 혈당조절에도 도움이 되는 것으로 나타났다.강남세브란스병원 가정의학과 이지원 교수, 용인세브란스병원 가정의학과 조아라 교수팀은 지중해식 식이와 항비만약제의 병용요법을 통한 과체중 유방암 경험자의 체중감소 효과를 밝힌 연구결과를 최근 발표했다.과체중이나 비만은 유방암 환자들의 재발 및 전이와 큰 관련이 있다. 또 여러 대사적인 문제점을 유발할 뿐만 아니라 삶의 질을 떨어뜨린다. 유방암 재발 방지를 위해서는 체중감량이 필수적으로 요구된다.그 대안으로 건강 식단 및 다이어트 식단인 지중해식 식이가 주목받고 있다. 지중해식 식이는 채소, 과일, 콩류, 통곡물 등을 매일 섭취하는 식단으로 일주일에 최소 2번 이상은 생선과 해산물, 닭고기 등 가금류를 섭취한다.연구팀은 과체중 유방암 경험자를 두 그룹으로 나눠 8주 동안 비만 개선 효과를 검증했다. A그룹(14명)은 지중해식 식이와 항비만약제의 병용요법을, B그룹(20명)은 지중해식 식이만을 섭취했다. 또 일반 과체중 환자인 C그룹(22명)을 대상으로 지중해식 식이와 항비만약제의 병용요법을 실시했다.그 결과, A, B, C그룹의 체중감량 수치는 각각 2.8kg, 1.8kg, 2.5kg로 나타났다. 또 세 그룹 모두 공복혈당, 인슐린, 인슐린 저항성 지표가 향상됐다. 하지만 지중해식이와 항비만약제의 병용요법이 지중해식 식이 단독 요법보다 더 나은 효과를 보이진 않았다.이지원 교수는 “지중해식 식이는 항비만약제 투여와 관계없이 유방암의 전이나 재발과 관련 있는 비만도를 개선하고 대사지표를 호전시켰다”며 “지중해식 식단을 잘 준수할 경우 항비만약제 만큼의 체중감량 효과를 볼 수 있다”고 말했다.이번 연구 결과는 국제학술지 당뇨병, 대사증후군과 비만(diabetes, metabolic syndrome and obesity: Targets and Therapy)에 게재됐다."
180,"SK바이오사이언스-서울대병원, 코로나 백신 개발 협력",2020.12.02,"SK바이오사이언스는 자체 개발한 코로나19 백신 후보물질 ‘NBP2001’의 임상1상 시험 진행을 위해 서울대학교병원과 업무협약을 체결했다고 2일 밝혔다.서울대병원은 이번 업무협약을 통해 건강한 성인 대상으로 ‘NBP2001’의 체내 안전성과 면역원성을 집중 평가하는 임상1상에 돌입한다. 앞서 서울대병원 임상시험심사위원회(IRB)는 지난달 27일 ‘NBP2001’의 임상1상 시험계획(IND)을 승인한 바 있다.이번 임상의 연구 책임자로는 서울대병원 감염내과 오명돈 교수와 분당서울대병원 감염내과 김의석 교수가 참여한다. 김연수 서울대병원장은 “의료진들이 효과적이고 안전한 백신과 치료제 연구에 매진할 수 있도록 적극 지원할 계획”이라고 밝혔다.SK바이오사이언스는 서울대병원과의 협업을 통해 ‘NBP2001’의 임상1상을 성공적으로 수행하는 동시에, 후속 임상시험 준비에도 착수할 계획이다. ‘NBP2001’이 단백질 배양과 정제 과정을 거쳐 안정화된 합성항원백신이란 점에서 임상에서도 높은 안전성을 확보할 것으로 기대하고 있다.SK바이오사이언스 안재용 대표는 “서울대병원의 우수한 연구진들과 협력해 ‘NBP2001’의 안전성과 면역원성을 철저하게 검증하고 조속히 후속 임상도 진행하게 되길 기대한다”고 말했다.앞서 SK바이오사이언스는 ‘NBP2001’ 비임상 시험에서도 기대 이상의 결과를 확보한 바 있다. 지난 8월 한국생명공학연구원 영장류센터 홍정주 박사팀과 진행한 ‘NBP2001’의 영장류 대상 효력 시험에선 코로나19 완치자의 혈청보다 약 10배 높은 중화항체가 유도됐다. 또 영장류에게 코로나19 바이러스를 직접 투여한 결과, 위약 투여 시험군에서 100% 감염이 일어난 반면 ‘NBP2001’을 통해 중화항체가 유도된 시험군에선 기도와 폐 등 호흡기에서 바이러스의 증식을 차단하는 방어능력을 확인했다."
181,이유 없이 3개월 이상 배 아프면?,2020.12.02,"30대 남성 K씨는 몇 달 전부터 속이 더부룩하고 소화가 안 돼 식사를 이전처럼 못하고 있다. 얼마 전에는 속이 쓰리고 명치까지 아파 결국 병원을 찾았다. 의사는 '기능성 소화불량증'이라며 ""내시경 등 여러 검사에서도 특별한 이상이 없지만 속이 쓰리거나 통증이 나타나는 질환""이라고 말했다.기능성 소화불량증은 내시경 검사나 영상 촬영 검사, 혈액 검사 등에서 특별한 이상이 없음에도 명치 부위 통증, 상복부 쓰림, 조기 만복감(일찍 배가 불러 평소 식사량을 마치기 어려움), 불쾌한 식후 포만감 등의 다양한 증상이 적어도 3개월 이상 만성적으로 나타날 때 진단 내린다. 발병 원인이 명확하게 밝혀지지는 않았지만, 여러 요인이 복합적으로 관여할 것으로 여겨진다. 상계백병원 소화기내과 최수인 교수는 ""위의 배출 능력이 떨어졌거나 위 일부가 이완이 잘 안 되는 경우, 위장 감각이 과도하게 민감한 경우, 뇌와 위장간 신경계 조절 이상, 위 장관의 감염이나 염증, 불안이나 우울증 등 정신 심리적 요인, 스트레스 등이 관련된 것으로 알려졌다""고 말했다.최수인 교수는 “환자가 호소하는 증상이 다양하고 원인이 복합적이므로 증상과 원인을 잘 살펴보고 환자 개인에게 맞는 치료를 해야 한다”며 “위산 분비 억제제, 위장관 운동 촉진제, 위저부 이완제 등 증상 교정을 위한 약물이 사용될 수 있고 불안감이나 스트레스와 같은 심리적 요인이 동반된 경우 저용량의 항우울제가 도움이 되기도 한다”고 말했다.기능성 소화불량증과 음식의 연관성이 뚜렷하지는 않지만 증상을 유발하는 음식은 피하는 게 좋다. 일반적으로 커피나 매운 음식, 고지방식을 피하고 과음과 흡연을 삼가는 게 도움이 된다. 최수인 교수는 “환자 개인마다 먹고 난 뒤 속이 편한 음식과 불편해지는 음식이 다르기 때문에 일부러 남들이 좋다는 음식을 억지로 섭취하지 말고, 음식 일기를 써보며 자신에게 맞는 음식을 찾고 맞지 않는 음식은 피하는 것이 바람직하다”고 말했다."
182,'우울하고 기억력 떨어졌다'고 느끼면 치매 위험 50% 높아,2020.12.02,"정상이지만 스스로 기억력이 떨어졌다고 느끼는 '주관적 인지기능 저하'를 겪는 사람은 이후 치매 위험이 더 높다는 연구 결과가 나왔다.분당서울대병원 정신건강의학과 명우재 교수팀은 2009~2011년 건강검진을 받은 57만9710명을 대상으로, 주관적 인지기능 저하와 치매의 상관관계를 조사했다. 성별, 소득, 약물복용력 등 결과에 영향을 미칠 수 있는 변수들을 차단하고 객관적인 분석을 위해 '조정 위험 비율(adjusted hazard ratio)'을 산출했다. 그 결과, 66세에서 주관적 인지기능 저하 환자의 치매 위험은 일반인 대비 38% 높았다. 특히, 우울증상이 동반되는 경우 위험도가 50%까지 증가하는 양상을 보였으며, 인지능력 저하를 심하게 느낄수록 치매 위험도 같이 상승했다. 이는 주관적 인지기능 저하가 단순히 환자의 개인적 느낌이 아니라, 실제로도 치매와 밀접한 관련이 있음을 시사한다.이번 연구는 국가 단위 대규모 데이터를 분석해 주관적 인지기능 저하 및 동반된 우울증상과 치매의 상관관계를 확인한 최초의 연구라는 점에서 의미가 있다.명우재 교수는 “이번 연구 결과는 기억력이 떨어진다고 느끼는 사람이 우울 증상을 함께 느낀다면 치매 조기 검진을 고려할 필요가 있음을 의미한다”며 “항우울제를 복용하면 치매에 걸린다고 생각해 기피하는 환자들이 많지만, 밝혀진 바와 같이 우울증 치료를 적극적 받는 것은 오히려 치매 예방에 중요하다”고 말했다.연구 결과는 국제저널 ‘Alzheimer’s Research & Therapy’에 게재됐다."
183,"연세의료원, 따뜻한 마음 나누는 '세눔베어' 이모티콘 배포",2020.12.02,"연세의료원이 연말 맞이 ‘기부에 대한 감사’와 ‘나눔의 행복’을 전파하는 의미로 카카오톡 이모티콘을 배포했다.‘연세의료원 발전기금사무국’ 채널을 통해 2만여 명에게 이모티콘을 무료로 배포한 것. ‘세브란스 나눔베어’라는 의미를 담은 ‘세눔베어’ 이모티콘은 카카오톡에서 ‘연세의료원 발전기금사무국’ 채널을 통해 무료로 제공됐다. 다운로드 후 카카오톡에서 90일간 사용할 수 있다.재능기부를 통해 제작된 ‘세눔베어’는 일상에서 공감할 수 있는 상황과 표정을 재미있게 표현한 16종의 이모티콘으로 구성됐다. 감사와 나눔을 비롯한 감정표현과 다양한 인사말 등을 담은 ‘세눔베어’는 겨울이라는 계절적 컨셉을 함께 갖췄다.연세의료원 한웅규 발전기금사무국장은 “기부라는 것이 다소 어렵게 느껴질 수 있지만, 사실 일상 속에서 작은 마음으로도 함께 공유할 수 있는 것”이라며 “‘세눔베어’ 이모티콘을 통해 기부가 우리 사회에 좀 더 친숙해지고 건강한 기부문화가 정착될 수 있는 역할을 할 수 있기를 기대한다”고 말했다.한편, 연세의료원은 2019년 대한민국 의료기관 중 최초로 기부금액 300억 원을 달성했다."
184,홍창권 중앙대학교 의무부총장 겸 의료원장 취임,2020.12.02,"홍창권 신임 제4대 중앙대학교 의무부총장 겸 제14대 의료원장이 취임했다.지난 1일 병원 중앙관 4층 송봉홀에서 개최된 비대면 온라인 화상 취임식에서 홍창권 신임 의료원장은 “어려운 시기에 중책을 맡게 되어 막중한 책임감을 느낀다”며 “중앙대병원의 새로운 변화와 도약과 함께 2022년 중앙대광명병원의 성공적인 개원을 위해 중앙대의료원 전 구성원 모두가 힘을 모아 성원해 줄 것을 부탁드린다”고 말했다.홍창권 신임 의료원장은 우리나라 피부과학 분야의 최고 권위자로 중앙대 의과대학을 졸업하고, 대한피부알레르기학회장, 대한피부외과학회장, 대한피부암학회장, 대한피부과학회 부회장, 에이치플러스 양지병원 의무원장, 대한병원협회 총무위원장, 한국의과대학협회 장기발전기획위원장 등을 두루 거쳤으며, 국내 의학 및 관련 전문분야의 최고 석학들로 구성된 단체인 대한민국 의학한림원 정회원으로 활동 중이다.또한 중앙대 의과대학장 겸 의학전문대학원장, 중앙대용산병원장, 중앙대병원장 및 의료원장, 중앙대 메디컬센터 건설본부장 등을 역임한 바 있어 중앙대의료원의 새로운 도약과 발전을 이룰 전문경영인으로 기대되고 있다."
185,코로나 국내 신규 511명… 국내발생 493명·해외유입 18명,2020.12.02,"코로나19 국내 확진자 수가 전날 대비 511명 늘었다. 국내발생만 490명 이상이다.질병관리청 중앙방역대책본부는 2일 0시 기준 국내 코로나19 누적 확진자는 3만5163명이며, 이 중 2만8065명(79.81%)이 격리해제됐다고 밝혔다.위·중증 환자는 101명이며, 사망자는 0명으로 누적 사망자는 526명(치명률 1.50%)이다.신규 확진 중 국내 발생은 493명이다. 지역별로 서울 192명, 경기 143명, 부산 31명, 전북 26명, 인천 21명, 충북 16명, 강원 12명, 광주 10명, 세종, 경남 각 7명, 울산, 충남 각 6명, 대전 5명, 대구, 경북 각 4명, 제주 2명, 전남 1명이다.해외 유입 확진은 18명이다. 6명은 검역 단계에서 발견됐고, 나머지 12명은 울산 4명, 인천, 충남 각 2명, 서울, 부산, 경기, 경북 각 1명으로 확인됐다.유입 대륙별 해외 유입 확진자 수는 중국 외 아시아 8명, 아메리카 5명, 유럽 4명, 아프리카 1명 순으로 많았다."
186,"LG화학, 비알코올성 지방간염 치료제 美FDA 임상 승인",2020.12.02,"LG화학이 비알코올성 지방간염(NASH, non-alcoholic steatohepatitis) 신약 개발을 위한 미국 임상에 돌입한다.LG화학은 2일 미국 식품의약국(FDA)으로부터 NASH 치료 신약 후보물질 ‘TT-01025’의 임상 1상을 승인 받았다고 밝혔다. 추후 임상전문기관 ‘PPD 라스베이거스’에서 건강한 성인 대상으로 안전성, 약동학(약물의 흡수·분포·대사·배출 과정)등을 평가하는 연구를 진행하게 된다.‘TT-01025’는 LG화학이 지난 8월 중국 바이오기업 트랜스테라 바이오사이언스로부터 글로벌(중국, 일본 제외) 독점 개발·상업화를 위해 도입해온 파이프라인으로, 간 염증 진행과 관련성이 높은 ‘VAP-1’ 단백질의 발현을 억제하는 기전의 후보물질이다. LG화학 측은 “전임상 결과 타깃 단백질인 ‘VAP-1’에 대한 선택적 작용이 높은 것으로 나타났다”며 “기존 동일 기전 후보물질의 임상 중단 원인이었던 ‘약물 간 상호작용’ 없이 안전하고 효과적인 치료제 개발이 기대된다”고 설명했다.NASH 질환은 높은 신약개발 난이도로 인해 아직까지 치료제가 없는 미개척 시장으로, 질환의 주요 원인인 비만 인구 증가로 환자 수가 지속적으로 늘어날 것으로 예상된다. 글로벌 시장 조사에 따르면 현재 미국과 일본·독일·프랑스·영국·이탈리아·스페인 등 의료시장이 큰 주요 7개 국가의 NASH 환자 수는 약 6000만명에 달하며, 이 중 절반 이상이 미국에 몰려 있다.미국 현지 임상을 담당할 LG화학 맨프레드 스탭프(Manfred Stapff) 글로벌 이노베이션센터장은 “특별한 증상이 나타나지 않는 NASH 질환은 적기에 치료하지 않으면 간 이식이 필요한 간경변까지 유발할 수 있는 침묵의 질환”이라며 “불모지인 NASH 분야에서 혁신 신약 개발을 향한 도전에 나서게 돼 기쁘다”고 말했다.트랜스테라 제니퍼 셩 부사장 또한 “글로벌 팬데믹 상황 속에서도 양사 간 원활한 협업을 통해 효과적으로 임상을 준비해, 신속하게 승인받을 수 있었다”며 “글로벌 임상과 상업화 역량을 갖춘 LG화학을 통해 신약 개발 가능성에 한 걸음 더 다가설 것”이라고 밝혔다.한편 LG화학은 ▲항암 ▲면역질환 ▲대사질환 등 영역에서 20여개 후보물질(전임상 이상 단계)을 보유하고 있다. ▲통풍 ▲면역질환 ▲비만 치료 후보물질의 미국 임상을 진행하고 있으며, 이번 NASH 치료 후보물질 추가로 총 4개의 미국 임상 과제를 확보하게 됐다. 향후 전임상 단계 후보물질 중 유망 과제들을 선별해 미국 임상을 지속 확대한다는 계획이다."
187,하루 커피 3잔 이상… 골다공증 환자에겐 '독',2020.12.02,"나이가 들면 뼈의 밀도가 줄어들어 골다공증·골절 등에 취약해진다. 이때 뼈 건강에 도움이 되는 영양소가 ‘칼슘’이라는 것은 널리 알려진 사실이다. 칼슘은 뼛속 물질인 수산화인회석을 구성하는 주요 영양소로 뼈를 단단하게 해주는데, 우유·멸치·콩 등에 풍부하다. 이와 달리, 오히려 몸속의 칼슘 흡수를 방해하는 음식도 있다. 칼슘을 충분히 보충해야 하는 사람들이 주의해서 먹어야 할 식품을 알아본다.대표적인 식품이 ‘커피’다. 커피는 많은 사람들이 즐겨 마시는 음료지만, 카페인이 들어있기 때문에 뼈가 약한 사람들은 주의해서 마셔야 한다. 카페인은 칼슘·비타민 등 몸속 영양소를 몸 밖으로 내보내 흡수를 방해하기 때문이다. 식품의약품안전처에서 권고한 성인의 하루 최대 카페인 섭취량은 400mg 이하지만, 골다공증을 유발하는 카페인 수준은 하루 330mg 이상이다. 따라서 권고량 이하로 마셔도 뼈의 밀도가 낮아질 위험이 있다. 시중에 판매하는 제품마다 다르지만, 커피전문점에서 판매하는 커피 한 잔에는 보통 100~300mg 정도의 카페인이 들어있다. 따라서 하루에 커피를 3잔 이상은 마시지 않는 것이 좋다. 같은 이유로 카페인이 함유된 홍차·녹차·탄산음료 등도 적당히 섭취한다.육류와 콩류처럼 인이 많이 든 식품도 주의해서 먹어야 한다. 인은 세포막과 뼈·치아 등을 구성하는 주요성분이지만, 과다 섭취 시 몸속의 칼슘과 결합해 대변으로 배설된다. 결국, 칼슘의 체내 흡수율이 떨어지고 골밀도가 낮아진다. 또한 몸속의 인 농도가 높아지면 칼슘을 조절하는 호르몬인 ‘부갑상선호르몬’에 변화가 생겨 칼슘흡수장애가 생길 위험이 있다. 인은 육류·콩·두부·우유·달걀 등 단백질이 풍부한 음식에 들어 있다. 칼슘의 흡수를 방해하지 않으려면 칼슘과 인을 1대1 비율로 먹는 게 안전하다."
188,'꾸벅꾸벅~' 날씨 추워지면 자꾸만 졸린 이유,2020.12.02,"추운 곳에 있으면 정신이 '번쩍'들 것 같지만, 오히려 졸음이 쏟아지는 경우가 있다. 추위를 이겨내기 위해 근육이 경련하며 열을 내는데, 이로 인해 에너지 소비량이 많아져 피로감을 느끼기 때문이다. 또한 평소에 우리 몸은 잠이 들 때 온도가 약간 낮아지는데, 이로 인해 뇌가 '잠이 들 때'라고 착각할 수도 있다. 또 '동곤증'이라 부르는 질환이 원인이 되기도 한다.동곤증은 정식 명칭은 아니고, 춘곤증에서 나온 말로 의학 용어로는 '계절성 정서장애'라고 불린다. 유달리 겨울이 오면 자꾸 졸음이 몰려오고, 매사에 의욕이 줄어들어 무기력해지는 증상을 말한다. 밤에 잠에 잘 들지 못하고 낮에 졸리며, 심하면 우울증 등 정서적 변화로 이어지기도 한다.동곤증의 원인은 '일조량 저하'다. 겨울이 되면 햇빛의 양이 줄어든다. 겨울의 일조량은 가을의 절반 수준인 것으로 알려졌다. 우리 몸은 햇빛을 받으면 행복 호르몬이라 불리는 '세로토닌'을 합성해 활력을 얻고 기분이 좋아진다. 그러나 일조량이 부족해 세로토닌 합성이 적으면, 반대로 쉽게 우울하고 피곤해지기 쉽다.따라서 동곤증 증상이 느껴질 때는 겨울이라도 햇빛을 많이 보면 도움이 된다. 비교적 일조량이 높은 점심시간을 이용해 야외 산책이나 일광욕을 할 것을 권한다. 한겨울에는 아침에 일어났을 때도 해가 떠 있지 않는 경우가 많은데, 이때는 일어나자마자 조명을 밝게 켜는 것도 일부분 도움이 된다. 반대로 자는 동안에는 빛을 완전히 차단하는 게 좋다.세로토닌 분비를 돕는 '트립토판' 섭취량을 늘리는 것도 방법이다. 트립토판은 우리 몸이 스스로 만들어내지 못하는 필수 아미노산으로, 음식으로 섭취해야만 한다. 붉은 고기·콩·달걀흰자·바나나·초콜릿 등에 많이 들었다. 관자놀이나 미간을 가볍게 마사지하거나, 깊게 호흡하며 명상하는 것도 세로토닌 분비에 도움을 주는 것으로 알려졌다."
189,대장에 생긴 주머니 '게실염'… 대변 딱딱하면 위험,2020.12.02,"대장에 생긴 주머니 게실. 게실은 대장 내부 조직이 변을 배출할 때 가해지는 압력으로 인해 풍선 모양으로 부풀어 올라 발생하며, 게실염은 게실에 염증이 발생한 것이다. 게실염은 고지방 및 고단백 위주의 식단, 무리한 다이어트로 인한 변비 및 섬유질 부족 등이 원인이다. 원래 아시아에서는 드물게 나타나는 병이었지만 서구식 식습관이 보편화되면서 게실염에 노출된 사람들이 적지 않다. 최근에는 다이어트를 하다가 발생하는 사례도 많은데, 다이어트 중에 변비가 발생해 대변량이 적어지고 딱딱해지면 대장 내 압력이 증가하기 때문에 게실염의 위험이 높아진다.건강보험심사평가원 통계에 따르면 게실염으로 병원에 내원한 환자가 꾸준히 증가하는 것으로 나타났다. 2015년 4만 4591명이었던 환자 수가 2019년에는 5만 9457명으로 33.3% 가량 늘어났다. 성별로는 2019년 기준 여성 환자가 61.6%로 남성 38.4%보다 23.2%p 더 많았으며, 연령은 50대가 20%, 40대가 18.6%로 가장 비중이 컸지만 전 연령 고르게 분포됐다. 현대그룹 정몽구 회장과 래퍼 이영지가 게실염에 걸렸던 것이 알려지며 화제를 모으기도 했다.게실염 증상으로는 발열, 변비나 설사, 하복부 통증 등이 있지만 초기에는 매우 경미하거나 아예 없다고 느끼기 쉽다. 대장내시경 중 우연히 발견되는 사례가 많으며 다른 질환으로 혼동하는 경우도 흔하다. 특히 충수염(맹장염)은 게실염과 증상이 비슷해 구분하기 어렵다. 충수염의 경우 처음에는 명치 부분이 체한 듯 거북한 느낌이 들고 소화불량, 메스꺼움 등 증상이 나타나다가 1~2일 경과 후 오른쪽 아랫배로 통증이 옮겨가는 반면 게실염은 전조증상 없이 하복부에 통증이 발생하는 것이 차이점이다.게실염은 질환의 정도에 따라 치료 방법이 달라진다. 만약 증상이 경미한 초기 게실염 환자라면 금식과 약물치료를 통해 호전될 수 있지만 증상이 심각하거나 반복되는 상황이라면 장 일부를 잘라내고 다시 이어주는 외과적인 수술을 진행한다. 단, 오래 방치돼 출혈, 천공, 장폐색이 발생한 경우 절제 후 즉시 재연결하기 어렵다. 임시 인공항문을 만들었다가 나중에 재연결하는, 보다 복잡한 수술이 필요하므로 증상이 악화되기 전 치료를 받는 것이 바람직하다.세란병원 외과 정홍규 과장은 ""대장 게실염은 10대에서 80세 이상까지 전 연령에 걸쳐 나타나는 질환인 만큼 누구나 조심할 필요가 있다""며 ""똑같이 아랫배에 통증이 느껴진다는 점에서 충수염(맹장염)과 구별하기 어려우니 증상이 느껴진다면 외과에 방문해 전문의의 진찰을 받아보기를 권한다""라고 말했다.게실염은 식이섬유가 풍부한 음식을 자주 섭취해 부드러운 대변을 형성하는 것으로 충분히 예방할 수 있다. 무리한 다이어트와 흡연, 비만 등이 위험 인자가 되기 때문에 배달 음식을 줄이고 적절한 식이조절과 운동으로 체중 감량하기, 금연하기 역시 예방에 도움이 된다."
190,"소변 볼 때마다 느껴지는 악취, ‘이것’ 때문?",2020.12.02,"50대 남성 최씨는 최근 들어 소변을 볼 때마다 옆 사람 눈치를 살피는 일이 많아졌다. 얼마 전부터 소변에서 심한 악취가 느껴졌기 때문이다. 정상적인 소변에서도 냄새가 날 수 있지만, 최씨의 경우 옆 사람도 맡을 수 있을 만큼 냄새가 심해졌다. 고민 끝에 병원을 찾은 최씨는 ‘요로감염’ 진단을 받았다.요로감염은 콩팥이나 방광·요도 등 비뇨기계가 세균에 감염된 것을 말한다. 대부분 대장균에 감염되며, 감염 부위에 따라 상부·하부 요로감염으로 구분된다. 상부요로감염은 주로 콩팥에, 하부요로감염은 방광, 전립선 등에 생긴다. 상부요로감염은 ▲빈뇨 ▲발열 ▲배뇨통 ▲옆구리 통증을 동반하며, 하부요로감염은 ▲소변 악취 ▲잔뇨감 ▲배뇨통 ▲혈뇨 등이 나타난다. 최씨처럼 소변에서 악취가 나는 이유는 세균 속에 소변을 분해해 암모니아를 생성하는 효소가 있기 때문이다.소변을 자주 보거나 땀을 많이 흘릴수록 요로감염 발생 위험이 높다. 소변이나 땀이 많으면 위생관리가 어려워, 세균에 노출될 수 있기 때문이다. 여성의 경우 소변 후 뒤처리 과정에서 비뇨기관이 오염되기도 한다. 기온이나 습도가 높아 세균 번식이 잘 되는 환경에서도 감염이 일어나기 쉽다.요로감염을 방치할 경우 콩팥이 손상될 수 있다. 심하면 패혈증을 유발하기도 한다. 때문에 증상이 있으면 즉시 병원을 방문해 정확한 진단을 받아야 한다. 요로감염 예방을 위해서는 적절한 수분 섭취를 통해 세균을 몸 밖으로 내보내야 한다. 다만 지나친 수분 섭취는 잦은 소변으로 이어질 수 있어 주의해야 한다. 소변을 참는 행동은 삼가고, 소변을 볼 때는 방광을 완전히 비워 잔뇨감이 들지 않도록 한다."
