name,date,content
춥다고 뜨끈한 국물음식만 찾다간? 혈관·위 탈나요,2020.11.04,"일교차가 큰 날씨가 이어지고 있다. 추운 날에는 뜨거운 국물 음식을 찾게 되지만 혈관과 위(胃) 건강에 해로울 수 있어 주의해야 한다.국물음식을 과하게 먹으면 고혈압이 생길 가능성이 커진다. 국물에 나트륨이 유독 많기 때문이다. 짠 음식을 먹으면 혈액 내 나트륨 농도가 올라가 삼투압 현상이 생긴다. 그러면 세포에 있던 수분이 혈액으로 빠져나오고 혈액량이 증가하면서 혈압이 올라가게 된다. 안 그래도 추운 날이면 혈관이 수축해 혈압이 높아지기 쉬운데, 나트륨 섭취까지 과하면 혈관질환이 생길 위험이 더 오른다.과도한 나트륨 섭취는 위 건강을 위협하기도 한다. 나트륨이 위 점막을 손상시키면서 염증이 생길 수 있다. 이로 인해 위산이 줄어들면 헬리코닥터균의 침입이 쉬워져 위암 발생 위험마저 높아질 수 있다. 실제 소변의 나트륨 농도가 높은 사람은 그렇지 않은 사람보다 위 질환에 걸릴 위험이 2.9배 높다는 국내 연구 결과가 있다. 소변으로 배출된 나트륨양이 많을수록 나트륨 섭취량이 많다는 의미다. 따라서 나트륨 함유량이 높은 국물음식은 되도록 먹지 않는 게 바람직하다. 어쩔 수 없이 먹어야 하면 국물보다 건더기 위주로 먹는다. 추울 때 국물음식 대신 따뜻한 생강차, 계피차 등 차 종류를 마시는 것도 방법이다."
'종이 건강보험증' 사라진다… 이제는 '모바일'로 편하게,2020.11.04,"국민건강보험공단은 기존의 종이 건강보험증 대신 국민이 더 편리하게 사용할 수 있도록 모바일 건강보험증 발급 서비스를 시작했다. 1977년부터 43년간 사용해온 종이 보험증이 비대면 환경에서 사라질 전망이다.그동안 별도로 가지고 다녀서 번거로웠던 종이 건강보험증을 비대면 환경에서 간편하게 자신의 스마트 폰에서도 확인 할 수 있도록 했다. 이번에 오픈한 ‘The건강보험’ 앱에 탑재된 ‘모바일 건강보험증’은 공인인증서를 통해 로그인만 되면 볼 수 있도록 편의성을 확대했다. 기존의 종이 건강보험증보다 개인정보 유출 방지 등 보안성도 강화됐다.공단은 통합 홈페이지와 모바일앱의 새 단장 기념 이벤트를 11월 2일부터 한 달간 진행한다. 새로운 모바일앱을 설치하거나, SNS 공유, 출석체크 이벤트에 참여하면 추첨을 통해 모바일 상품권을 제공한다.‘The건강보험’ 애플리케이션은 Play스토어･원스토어(안드로이드용), 앱스토어(아이폰용)에서 무료로 다운 받아서 사용할 수 있다."
밥 먹다 ‘코 훌쩍’인다면 의심할 질환은?,2020.11.04,"밥을 먹을 때마다 유독 코를 훌쩍이는 사람이 있다. 맵거나 뜨거운 음식을 먹으면 일시적으로 콧물이 나기도 하지만, 그 정도가 심하고 증상이 잦으면 비염의 일종인 ‘혈관운동성 비염’을 의심해봐야 한다.혈관운동성 비염은 외부 자극으로 인해 생기는 비(非)알레르기성 질환이다. 흔히 알려진 알레르기성 비염은 꽃가루·털·진드기 등이 원인이지만, 혈관운동성 비염은 뜨겁거나 매운 음식·찬 공기·높은 습도·스트레스·술·담배 연기·온도변화 등 다양한 자극에 의해 생긴다. 이로 인해 콧속 부교감신경이 활성화되면, 콧속 점막의 혈관이 확장되고 혈류가 증가해 점액이 많이 분비된다. 이 때문에 코가 심하게 막히거나, 콧물이 계속 흐르는 증상이 생겨 일상생활에 불편을 겪게 된다.혈관운동성 비염을 완화하려면 원인이 되는 외부 자극을 피하는 게 최선이다. 미세먼지 등 대기오염이 심한 날은 되도록 외출을 삼가는 게 안전하다. 일교차가 심한 날에 증상이 악화할 수 있어 목도리 등으로 호흡기를 보호하는 게 좋다. 맵거나 뜨거워 코에 자극을 주는 음식도 멀리하는 게 낫다. 흡연·음주도 혈관을 확장해 증상이 악화하므로 피해야 한다. 증상이 심하다면 약물치료를 할 수 있다. 항콜린제 스프레이나 스테로이드제를 투여하면 부교감신경이 억제돼 증상이 완화한다"
당신도 '병든 뒷모습' 가지고 있나요?,2020.11.04,"건강 상태는 보통 앞모습을 보고 판단하지만, 뒷모습만으로도 적지 않은 질환을 진단할 수 있다. '나쁜 뒷모습'에는 어떤 것들이 있는지 알아본다.높낮이가 다른 어깨
좌우 어깨 높이 차이는 뒤쪽에서 더 잘 보인다. 좌우 어깨 높이가 다르다면 척추 질환을 의심해야 한다. 특히 허리를 90도로 숙여서, 어깨 높이를 관찰해보면 확연한 차이가 난다. 척추측만증 외에 허리디스크가 있어도 어깨 높이가 차이날 수 있다.동그랗게 말린 어깨
어깨는 뒤가 곧고 바르게 펴져 있어야 한다. 양쪽 어깨가 동그랗게 말린 '라운드 숄더'라면 목 건강이 나쁜 상태다. 라운드 숄더는 오래 앉아서 사무작업을 하거나, 평소 운동부족인 사람에게 잘 생긴다. 라운드 숄더가 있다면 남보다 목을 뒤로 많이 젖혀야 해 목디스크나 목·어깨 주변 통증을 유발하는 근막통증증후군이 생길 위험이 크다.
 
세로 골이 없는 허리
건강한 허리를 가지고 있다면 척추를 따라 세로로 골이 파여 있다. 척추기립근 발달 때문이다. 그러나 척추기립근이 약한 사람은 세로 골이 평평하고, 뼈만 도드라진다. 척추기립근이 약하면 허리 통증이 잘 생겨 문제가 된다. 실제 중심을 잡아주는 코어 근육은 몸 앞쪽보다 등과 허리에 더 많다.납작한 엉덩이
엉덩이가 납작하다면 허리·무릎 질병 위험이 높다. 엉덩이 근육은 신체에서 가장 중심이 되는 근육으로, 건강 및 운동능력의 지표다. 엉덩이가 납작하다면 척추 주위 근육이 대부분 빈약하다는 뜻이다. 척추 근육이 없을수록 활동시 생기는 충격을 허리와 무릎이 고스란히 받아 무리하게 된다. 또한 엉덩이가 납작하면 골반뼈와 잘 마찰해, 엉덩이 부위 점액낭염(충격을 완화해주는 점액낭 부위에 염증·통증이 생기는 질환)이 있을 수 있다.뒤뚱거리는 걸음걸이
뒤에서 봤을 때, 엉덩이를 빼고 뒤뚱거리듯이 걷는 사람이 있다. 이때는 척추뼈가 미세하게 서로 어긋나 있는 척추전방전위증을 의심해야 한다. 사고나 노화로 허리에 가해지는 스트레스가 많아지면 잘 생긴다. 초기에 간헐적으로 요통이 나타나 방치하기 쉬운데, 악화되면 다리저림·허리통증이 심해진다. 척추전방전위증이 있으면 자신도 모르게 통증을 피하기 위해 엉덩이를 뒤로 빼고 뒤뚱거리며 걷게 된다."
"한양대의료원, 차세대 통합의료정보시스템 도입… 디지털 병원 구현",2020.11.04,"한양대의료원은 지난 9월 26일 도입된 전자건강기록(EHR) 시스템의 성공적인 운영을 기념하기 위해 지난 11월 3일 신관 6층 세미나실에서 ‘차세대 통합의료정보시스템(Hanyang Imformation System EHR, 이하 HiSYS EHR) 오픈식’을 개최했다.이날 행사는 최호순 한양대학교 의무부총장 겸 의료원장, 윤호주 한양대학교병원장, 김혁 기획조정실장 등 의료원 산하 주요 보직자와 삼성 SDS 홍원표 대표 등 많은 관계자들이 참석한 가운데 진행됐다.한양대학교병원에 도입된 ‘HiSYS EHR’은 삼성 SDS의 통합 의료정보 솔루션 Nexmed EHR을 기반으로 환자안전, 전자동의서, 의료장비 인터페이스, 빅데이터, 외부기관 연동, 영상 EMR 연동, ABC 원가 등 다양한 솔루션을 연계하여 구축됐다.이를 통해 환자 안전 분야에서는 처방 시 200여 개의 안전규칙을 적용했고, 통합 모니터링 뷰 제공으로 환자의 진료이력, 검사내역 등을 한번에 확인해 환자 통합 정보의 신속한 파악과 정밀한 맞춤 치료가 가능해졌다.스마트 인프라 분야에서는 진료, 진료지원, 원무, 전자의무기록(EMR), 일반관리 등의 병원정보시스템 전문 솔루션의 하드웨어와 소프트웨어를 구축해 빅데이터 기반 데이터 중심병원 활성화의 기반을 마련했다.최호순 의무부총장 겸 의료원장은 “한양대학교병원에 도입된 차세대 통합의료정보시스템은 환자 안전과 개인정보 보호를 한층 더 강화해 개발되었고, AI·빅데이터 등을 활용한 스마트 병원 서비스가 가능해진다”면서 “다음 달 한양대학교구리병원에도 동일한 시스템을 도입해 한양대학교의료원을 이용하는 모든 환자에게 양질의 첨단 의료서비스를 제공할 예정이다”라고 말했다.윤호주 병원장은 “차세대 통합의료정보시스템 오픈으로 혁신적 디지털병원으로 변화하기 위한 초석을 다졌다”며 “한양대병원은 최근 선정된 보건복지부 ‘보건의료 데이터중심병원’, ‘진료정보교류사업 거점의료기관’ 등의 사업과 연계하여 환자에 대한 특화 데이터 베이스 구축과 데이터 표준화를 통해 의료데이터 기반 의학연구가 활발해 질 전망이다”라고 말했다."
"이대서울병원, 신생아중환자실 새 단장",2020.11.04,"이대서울병원은 본관 2층에 신생아중환자실을 새롭게 단장하고 개소식을 개최했다.4일 개소식에는 유경하 이화여자대학교 의무부총장을 비롯해 임수미 이대서울병원장, 이선영 전략기획본부장, 박미혜 모아센터장, 심소연 신생아중환자실장 등과 의료진이 참석해 신생아중환자실 개소를 축하했다.이번에 문을 연 신생아중환자실은 8병상 규모로 소아청소년과(소아신경, 소아감염, 소아심장 분과)와 산부인과를 비롯해 소아흉부외과, 소아영상의학과, 소아외과, 소아신경외과 등 소아 관련 전문 교수진의 유기적인 협진을 통해 신생아 및 미숙아 집중치료를 담당한다. 특히 전공의가 아닌 각 진료과 교수들이 일차 진료부터 최종 치료까지 담당해 최고 수준의 의료를 제공한다. 이대서울병원은 추가 병상을 개설해 총 16병상 규모로 신생아중환자실을 운영할 예정이다.감염예방에도 만전을 가했다. 젖병 세척, 소독, 조유 등의 간호 활동 등 모든 업무를 한 방향으로 진행하도록 해 단계별로 감염을 차단하고, 오물처리 및 세척과 소독 또한 한 방향으로 동선을 구축해 감염을 철저하게 예방할 계획이다.신생아중환자실은 가족 분만실, 모아동실, 신생아실 등이 모여있는 모아센터 내에 문을 열어 출생 후 집중치료가 필요한 환아가 발생하면 곧바로 신생아중환자실로 빠르게 이동할 수 있으며, 의료진이 중앙 모니터링 시스템을 통해 상시적으로 산모와 아이의 상태를 관찰해 즉각적인 대응이 가능하다.심소연 이대서울병원 신생아중환자실장은 “국내 최고 수준의 소아 전문 교수진의 적극적인 협진 시스템을 통해 소중한 생명을 치료해 중환아들이 건강한 사회 일원으로 성장할 수 있도록 노력할 것”이라고 말했다."
정신과 '입원치료' 우리지역 우수병원은?,2020.11.04,"국내 지역별로 정신과 입원치료를 잘하는 우수병원은 어디일까?건강보험심사평가원이 이에 대한 답을 알 수 있는 '의료급여 정신과 2주기 1차 적적성 평가'를 공개했다.이번 평가는 2019년 1월부터 6월까지 의료급여 정신과 입원진료비를 청구한 의원급 이상 389기관, 7만5695건을 대상으로 실시했다.주요 평가내용은 ▲(진료과정) 정신요법 및 개인정신치료 실시횟수(주당) ▲(진료결과) 재원 및 퇴원환자의 입원일수, 퇴원 후 30일 이내 재입원율 및 낮병동·외래방문율, 지역사회서비스 연계 의뢰율 등 총 9개 지표다.평가 결과, 종합점수 평균은 66.8점이며 1등급 기관은 55기관(15.3%)으로, 전국 권역별로 고루 분포해 있었다.<권역별 1등급 의료기관 분포 현황>의료급여 정신과 평가대상자의 성별은 남성이 5만2572명(69.5%)으로 여성(30.5%)보다 약 2.3배 많았고, 40세 이상 70세 미만이 6만2786명으로 83%를 차지했다.상병별로는 조현병(50.5%)과 알코올 및 약물장애(26.5%)가 77%로 높은 비율을 차지했다.한편, 조현병·알코올장애 환자의 후속 치료연계를 위한 퇴원 후 30일 이내 낮병동 또는 외래방문율은 38.8%, 조현병 환자의 조기퇴원으로 인한 재입원을 평가하는 퇴원 후 30일 이내 재입원율은 42.6%로 나타났다.퇴원환자 입원일수 중앙값은 조현병 91일, 알코올장애 62일로 2017년 OECD 평균 재원일수(조현병 49일, 알코올 장애 16일) 보다 길었다.건강보험심사평가원 하구자 평가실장은 “국민들이 정신병원을 선택할 때 참고할 수 있도록 평가결과를 공개하고, 의료서비스 질 향상 위해 평가결과가 낮은 기관을 대상으로 질 향상 지원활동을 적극 수행할 계획""이라며 ""정신질환자의 지역사회 복귀유도를 위해 지역주민의 정신질환에 대한 이해와 사회적 편견 해소 노력도 중요하다”고 말했다."
중장년 발목 통증 주원인… 조기 진단 예측 인자 개발돼,2020.11.04,"'후경골건 장애'를 조기 진단할 수 있는 예측 인자를 개발한 국내 연구 결과가 발표됐다.후경골건은 안쪽 발목을 지지하는 구조물(힘줄)이다. 후경골건 장애는 중장년 나이에서 발목 안쪽 통증의 주원인이다. 보통 힘줄의 부착부 근처에서 발병하며 발과 발목의 통증, 부종 등 여러 손상을 일으킨다.가톨릭관동대 국제성모병원 마취통증의학과 김영욱 교수는 ‘후경골건 장애를 조기 진단할 수 있는 예측 인자의 역할(The predictive role of the posterior tibial tendon cross-sectional area in early diagnosing posterior tibial tendon dysfunction)‘이라는 연구 논문을 통해 '후경골건의 단면적'으로 후경골건 장애를 조기 진단하는 방법을 제시했다.김 교수 연구팀은 후경골건 장애 환자를 대상으로 힘줄의 단면적을 측정해 질환의 진단에 가치가 있는지 평가했다. 하지 MRI(자기공명영상)를 이용해 후경골건 장애 환자와 정상인의 힘줄 단면적을 분석하고, 진단의 정확성을 측정했다. 연구 결과, 후경골건 장애 환자들의 힘줄 단면적이 염증으로 인해 정상인보다 평균 10.83㎟ 넓었다. 유병자를 골라내는 지표인 민감도와 특이도는 각각 92.9%, 90.0%로 측정됐다.김영욱 교수는 “후경골건 단면적이라는 새 지표로 발목 후경골건 장애의 진단 정확도를 높일 수 있을 것으로 기대한다”며 “앞으로도 임상에 도움을 줄 다양한 연구를 수행하겠다”고 밝혔다.이번 연구 결과는 SCI급 의학전문 국제학술지인 '메디신(Medicine)' 9월호에 게재됐다."
"'전신소독기' 아무 효능 없는데… 서울시, 설치에 6억 썼다",2020.11.04,"코로나19 감염 위험을 줄이겠다며 출입문에 '전신소독기'를 설치하는 경우가 많다. 서울시를 비롯해 김제시, 익산시 등 전국의 여러 지자체가 세금을 들여 전신소독기를 설치했다. 소독제를 사람에게 직접 분사해 혹여나 남아 있을 코로나19 바이러스를 없애겠다는 취지다. 서울시는 노인복지관에 전신소독기 등을 설치하기 위해 무려 6억2100만 원을 투입했다. 그러나 국내·외 보건 전문가들은 전신소독기가 아무런 효능이 없다고 입을 모은다.""전신소독기(소독 터널), 효능 검증된 사실 없다""
지난 8월 중앙방역대책본부는 '코로나19 대응 집단시설·다중이용시설 소독 안내' 지침을 발표했다. 해당 내용에 따르면 질병관리청, WHO(세계보건기구), 미국 CDC(질병통제예방센터)는 모두 전신소독기의 효능에 관해 밝혀진 바가 없다는 견해를 내놨다. WHO는 홈페이지를 통해 ""소독 터널, 캐비넷 등의 장비를 이용해 소독제를 사람에게 분무·분사하는 방식은 환자의 비말전파 또는 접촉전파 위험을 감소시키지 않는다""고 설명했다.가톨릭의대 미생물학과 백순영 교수 또한 ""실제로 감염은 손이나 호흡기에서 나온 비말에 의해 성립된다""며 ""(전신소독기로 분사할지라도) 100% 항균은 불가능하고, 하다못해 가장 중요한 손바닥 밑도 제대로 소독되지 않을 것""이라고 말했다. 백 교수는 핼러윈 기간 이태원에 설치된 방역게이트 또한 큰 효과가 없을 것으로 봤다.전신소독기, 최대 부작용은 '시민들의 안심'
그러나 전신소독기는 부작용 가능성이 제시되고 있다. 인체에 직접 사용하는 인체용 소독제는 의약품 및 의약외품으로 식품의약품안전처 허가를 받아야 하는데, 현재까지 환경부의 승인을 받은 방역용 소독제 중 장비를 활용해 인체에 직접 분사 가능한 제품은 없다. WHO는 ""소독제를 사람에게 직접 분사하면 눈가 피부에 자극을 주고, 호흡기 증상, 메스꺼움, 구토 등의 증상을 유발할 수 있다""고 말했다.효능이 있다고 착각한 시민들이 개인위생 등 다른 방역수칙을 철저히 지키지 않을 수 있다는 것도 문제다. 입구에서 손 소독제를 사용하듯, 전신소독기를 통과했으니 괜찮을 것이라 오해할 수 있다는 것. 그러나 코로나19 예방을 위한 가장 중요한 것은 '손 씻기'다. 백순영 교수는 ""무엇보다 중요한 것은 손 씻기인데, 전신이 소독됐다는 생각으로 손 씻기를 소홀할 수 있어 우려된다""고 말했다.일부 지자체가 앞서서 전신소독기를 도입한다면 다른 지자체나 민간에서도 전신소독기가 당연히 효능이 있는 것으로 오인하기 쉽다. 그러나 지자체들은 확실히 검증되지도 않은 전신소독기를 무분별하게 설치·사용하고 있는 상황이다. 백순영 교수는 ""시민의 안전을 위해 확실히 검증된 방역용품을 사용해야 할 것""이라고 말했다."
희망없던 말기 전이성 척추암 환자… '치료 가능성' 열렸다,2020.11.04,"과거 전이성 척추암 환자는 말기로 분류돼 병마와 힘겨운 싸움을 이어가야 했다. 10년 전만 하더라도 척추암 환자는 자칫 사지마비까지 이어지기도 했다. 그러나 최근에는 의료기술의 발달로 다양한 병행치료가 가능해졌고, 성공적으로 회복할 수 있는 희망을 품을 수 있게 됐다. 심각한 전이성 척추암 환자도 외과적 절제술, 방사선수술, 표적 항암제 등을 적절히 활용하면 얼마든지 치료가 가능해진 것이다.가천대 길병원 신경외과 박광우 교수는 “척추암은 무한증식하는 악성 종양이 신경 부위를 압박할 확률이 높아 종양을 제거하는 어려움뿐 아니라 압박된 신경 부위의 정상화라는 두 과제를 동시에 해결해야 한다”며 “최근에는 기술의 발달로 압박된 척추 부위의 공간을 넓히고, 방사선 수술로 암세포를 제거하는 등 맞춤 항암 치료로 일상적인 생활이 가능할 정도가 됐다”고 말했다.실제 박광우 교수는 폐암으로 인해 흉부, 골반뼈, 임파선 등으로 암세포가 옮겨가 다발성 전이로 확인된 67세 환자를 치료했다. 환자에게 발견된 전이성 척추암은 말기에 해당했다. 의료진은 우선 후궁절제술 및 척추고성술을 실시하고, 방사선 수술로 암세포를 제거했다. 혹여나 남아있을 암세포까지 표적치료 항암제로 제거했다. 환자는 2년이 지난 현재까지 특별한 장애 없이 일상생활을 이어오고 있다.척추암은 암세포가 척추 신경 부위에 자리하거나 척추뼈 깊숙이 자리하면 외과적 수술로 제거가 어려웠다. 최근에는 방사선 수술로 외과적 수술 없이 암세포를 말끔히 제거할 수 있게 됐다. 방사선 수술은 여러 번에 걸쳐 방사선을 조사하는 방사선 치료보다 정밀한 계산으로 고에너지 방사선을 한번 쏴서 치료한다. 암세포가 척추 내 어디에 위치했더라도 치료할 수 있다. 단 한번으로 수술이 끝나기 때문에 방사선 노출이 최소화된다.방사선 수술 후 혹시 모를 잔존 암 제거를 위해서는 표적 항암제가 사용된다. 표적 항암제는 암세포에만 작용하는 항암제로 부작용이 적고 효과가 뛰어나다. 우선 환자의 유전자 분석을 바탕으로 가장 효과적인 표적 항암제를 선택한다. 과거에 사용되던 항암제는 암세포뿐 아니라 정상 세포에도 반응해 많은 부작용을 야기하고, 유전적 특성에 따라 전혀 치료가 이뤄지지 않는 경우도 있었다.박광우 교수는 “방사선 수술과 표적 항암제는 모두 기술의 발전으로 이뤄진 새로운 치료법으로 척추암 환자들의 치료 성적 향상에 기여하고 있다”며 “발전하고 있는 치료 기술 덕분에 전이성 척추암 환자들도 생존을 위한 희망을 품을 수 있게 됐다”고 말했다."
"골다공증 치료했더니, 코로나19 예방 효과 나타났다?",2020.11.04,"특정 약물로 골다공증 치료를 받는 사람은 그렇지 않은 사람보다 코로나19에 걸릴 위험이 낮다는 연구 결과가 나왔다.스페인 바르셀로나 폼페우 파브라대학·델 마르 병원 연구팀은 골다공증 등 관절질환 환자 약 2000명을 대상으로 치료 여부와 코로나19 감염의 관계를 알아보기 위한 연구를 진행했다. 그 결과, 약물 치료(칼슘·데노수맙·졸레드로네이트)를 받은 골다공증 환자는 그렇지 않은 환자보다 코로나19에 감염될 위험이 30~40% 낮았다. 연구팀은 골다공증약이 면역 체계를 강화하는 것과 관련 있다고 추정했다. 연구팀은 특히 데노수맙의 경우 일부 세포를 활성화시켜 면역계에 관여하면서, 염증 반응을 줄여 코로나19로 인한 사이토카인 폭풍을 억제할 수 있다고 설명했다. 이어 연구팀은 졸레드로네이트 역시 면역 반응을 조절해 코로나19를 예방하는 데 도움이 된다고 말했다.연구를 진행한 조셉 블랑크 루비오 박사는 “이번 연구를 통해 골다공증 환자가 특정 약물로 치료받는 것과 코로나19 감염을 예방하는 것의 연관성을 확인할 수 있었다”며 “정확한 인과관계를 파악하기 위해 더 많은 환자를 대상으로 한 추가 연구가 필요하다”고 말했다. 이어 연구에 참여한 라파엘 맬더나도우 의사는 “골다공증약을 먹는 환자는 건강을 위해 계속 복용할 필요가 있다”고 말했다.이번 연구는 국제학술지 ‘노화(Aging)’에 최근 게재됐다."
인플루엔자 접종 후 이상반응 1700건 넘었지만... 인과성은 0건,2020.11.04,"올해 인플루엔자 예방접종 후 이상반응 신고 건수가 1700건(사망 사례 88건 포함)이 넘었지만, 이 중 인과관계가 확인된 것은 0건이라는 분석이 나왔다. 질병관리청은 올해 인플루엔자 예방접종 후 이상반응 사례로 1736건(3일 0시 기준)이 신고 되었으며, 예방접종과의 인과성은 확인되지 않았다고 밝혔다. 올해 전체 인플루엔자 예방접종 건수는 약 1760만 건(3일 0시 기준)이며, 이 중 국가예방접종사업 대상자의 접종건수는 1188만 건이다.사망사례 88건, 70대 이상이 83%
인플루엔자 예방접종 후 이상반응으로 신고된 사망 사례는 총 88건(3일 0시 기준)으로 83건은 역학조사 및 피해조사반 심의 결과, 사망과 예방접종과의 인과성은 인정되기 어렵다고 판단하였으며, 5건은 역학조사가 진행 중이다.신고 된 사망사례는 70대 이상이 83.0%(73건)였고, 만 70세 이상 어르신 국가 예방접종 지원 사업이 시작된 10월 셋째 주(10.19~25일)에 신고가 집중되었으며, 지역별로는 서울, 경기, 경남, 전북, 전남, 대구에서 69.3%(61건)가 신고 되었다.인플루엔자 예방접종 후 사망까지 경과 시간은 52건(59.1%)에서 48시간 이상 소요되었고, 24시간미만은 16건(18.2%)이었다.추가 사망 사례 검토… 인과성 인정 안돼
2일 개최된 피해조사반 신속대응 회의에서 추가된 사망사례 11건 대해 인과성 여부를 검토한 결과 사망과 예방접종과의 인과성은 인정되기 어렵다고 판단하였다.검토한 사망 사례는 인플루엔자 예방접종 후 급성으로 증상이 나타나는 아나필락시스에는 해당하지 않았고, 동일 의료기관, 동일 날짜, 동일 제조번호 접종자들을 대상으로 이상반응 여부를 확인한 결과 예방접종 후 이상반응 사례는 없어 백신의 이상이나 접종 과정상의 오류 가능성은 낮다고 판단하였다.2일까지 총 83건에 대해 개별사례별로 기초조사 및 역학조사 결과, 부검결과, 의무기록, 수진기록 등을 검토한 결과, ① 모든 사망사례에서 사망당시 백신의 이상반응으로 추정되는 소견이 없음, ② 기저질환(심혈관계 질환, 뇌혈관계 질환, 당뇨, 만성 간질환, 만성신부전, 부정맥, 만성폐질환, 악성 종양 등)의 악화로 인한 사망가능성이 높음, ③ 부검 결과 명백한 다른 사인이 있음(대동맥 박리, 급성심근경색증, 뇌출혈, 폐동맥 혈전색전증 등), ④ 임상적으로 사망에 이른 다른 사인이 있음(뇌출혈, 심근경색, 질식사, 패혈증 쇼크, 폐렴, 신부전 등) 등의 이유로 지금까지 검토한 사례 모두 사망과 예방접종과의 인과성은 인정되기 어려워 백신 재검정이나 국가예방접종사업 중단을 고려할 상황이 아니라고 판단했다.국립과학수사연구원은 2일까지 신고 된 사망 사례 총 88건 중 44건에 대해 부검을 시행하였으며, 43건은 시행하지 않았고, 1건은 부검 진행여부를 확인 중이다.추가로 확인된 사망 사례 5건에 대해서는 조사 중이며, 지속적으로 인과성 확인, 추가 조사 및 분석을 진행할 계획이다.""건강상태 좋은 날 접종을"" 
질병관리청 정은경 청장은 ""인플루엔자 유행수준은 예년보다 낮고 유행시기가 늦어질 가능성이 높은 상황으로 예방접종을 너무 서두르지 마시고 건강상태가 좋은 날에 예방접종을 받기를 당부했다""며 ""접종 대기 중에는 수분을 충분히 섭취하고, 예진 시 아픈 증상이 있거나 평소에 앓고 있는 만성질환, 알레르기 병력은 반드시 의료인에게 알리고, 접종 후 반드시 의료기관에서 15~30분간 이상반응 여부를 관찰하며, 접종 당일은 몸에 무리가 가지 않도록 쉬는 등 안전한 예방접종을 위한 주의사항을 강조했다""고 말했다. 무료 접종 대상자가 예정된 스케줄에 백신 접종을 하지 못했어도 올해 12월 31일까지 접종을 할 수 있다.예방접종 후 접종부위의 통증, 빨갛게 부어오름, 부종이나 근육통, 발열, 메스꺼움 등 경미한 이상증상은 접종 후에 일시적으로 나타날 수 있으며, 대부분 1-2일 이내에 호전된다. 그러나 접종 후 호흡곤란, 두드러기, 심한 현기증 등이 나타나면 즉시 의사의 진료를 받아야 한다."
시력교정술 종류 다양… 내게 맞는 수술법은?,2020.11.04,"시력교정술 종류가 다양해져, 어떤 수술을 받아야 하는지 고민하는 근시 환자가 많다.현재 많이 시행되는 대표적인 시력교정술로는 라식, 라섹, 스마일라식(SMILE)이 있다. 라식은 각막절편을 만들어 뚜껑처럼 열고 레이저를 쏜 후 닫는 방식으로 회복이 빠르고, 통증이 거의 없다는 장점이 있다. 하지만 비교적 충격에 약하고, 각막 절삭량이 많아서 도수가 높거나 각막이 얇은 사람이 받기는 어렵다. 라섹은 각막 상피세포를 벗겨내며 시력교정을 하는 방식이다. 각막 절삭량이 적어 도수가 높은 사람들도 받을 수 있고, 충격에 강하다는 장점이 있는 반면, 2~3일 정도의 통증이 있고, 라식에 비해 회복이 더디다는 한계가 있다. 스마일라식은 라식과 라섹의 장점을 취합한 수술인데, 최근 눈물막을 컨트롤해 스마일수술 시 절개면을 균질하게 만들고, 버블 발생을 최소화하는 'TFC스마일(Tear Film Controlled SMILE; 티어 컨트롤 스마일라식)'이 주목받고 있다.TFC스마일은 수연세안과의 의료진이 수년간 연구 끝에 개발한 수술법이다. 눈물막을 깨끗하고 균질한 상태, 즉 최적의 상태로 만들어 스마일을 진행함으로써 레이저 조사가 정확한 위치에 포커싱이 되게 하는 수술로 지난 2018년 수연세안과 의료진이 그 원리를 밝혀내 구체적 방법과 결과를 SCI저널 'Graefe’s Archive for Clinical Experimental Ophthalmology'을 통해 학계에 발표한 바 있다.수연세안과 박성배 원장은 “수술 방법을 정확하게 인지하는 것도 중요하지만, 그에 앞서 나에게 어떠한 수술방법이 맞을지 정확한 정밀검사를 통해 알아봐야 한다”며 ""특히 수술 전 정밀검사는 직접 수술을 진행할 집도의의 직접검안이 매우 중요하고, 다양한 최신 검사장비를 통해 검사하여 나에게 맞는 맞춤 수술을 선택해야 한다”고 말했다."
