조혈모세포이식이란 무엇인가?,"관련 질병
조혈모세포 이식

","조혈모세포란 피를 만드는 어머니 세포란 뜻으로 이 세포가 자라고 증식하여 혈액내의 적혈구, 백혈구, 혈소판, 그리고 각종 면역세포를 만들게 됩니다. 각종 혈액질환은 이러한 조혈과정 중에 발생한 성장장애나 암세포로의 변화 등으로 인해 발생합니다.혈액질환으로 인해 정상 골수에서 만들어져야 하는 적혈구, 백혈구, 혈소판이 생성되지 못하게 되면 공통적으로 빈혈(적혈구감소), 출혈(혈소판감소), 세균감염(정상 백혈구의 감소) 등의 증상이 나타나게 됩니다. 또한 백혈병 암세포는 전신에 분포를 하여 폐, 신장, 비장, 간, 그리고 뇌나 척추와 같은 중추신경계 등에 침착을 하여 여러 가지 임상 양상을 나타냅니다 이와 같이 조혈모세포의 분화와 증식의 이상으로 발생하는 각종 혈액질환을 치료하기 위해 병든 조혈과정을 없애고 새로운 조혈기능을 건설하기 위해 건강한 조혈모세포를 이식하는 치료법이 조혈모세포이식입니다. 이는 유방암과 같이 항암제에 반응이 좋으나 그 부작용으로 골수기능저하가 문제가 되는 질환에서 골수 구제의 방법으로 이용되기도 합니다.
"
두드러기 약은 독한가요?,"관련 질병
두드러기

","두드러기치료에 사용되는 약의 대부분은 항히스타민제로 어떤 약제보다 안전한 약입니다. 다만 사람에 따라 졸리고 나른하며 입이 마르는 것과 같은 증상이 있으나 이것은 항히스타민제가 독해서라기보다는 약의 효과라 할 수 있습니다. 다만 이런 증상이 심한 환자는 운전이나 고도로 집중을 요하는 작업 시에는 약을 줄이거나 중단하는 것이 좋습니다.


두드러기 약의 부작용
"
수전증은 치료가 안 되나요?,"관련 질병
손떨림

","수전증 치료제는 있습니다. 다만 증상을 근본적으로 고치는 약이 아니라 증상을 완화시켜 주는 약입니다. 만일 손을 떠는 증상이 환자 본인이 생활하는데 아무런 지장이 없다면 굳이 약을 복용할 필요는 없습니다.
"
평발은 군대 면제인가요?,"관련 질병
평발

","평발도 정도에 따라 다릅니다. 아래 기준과 같이 아주 심각할 경우에는 5급도 나올 수 있습니다.(참고) 편평족·외반족·내반족·만곡족·요족·첨족·중족 등- 경도(보행과 군화 착용에 지장이 없는 경우) : 2급- 중등도 이상(이상 보행하며 군화 착용에 지장이 있는 경우) : 3급- 후유증 병발 시 해당 부분에서 판정한다 : 4급- 경축성 비근을 가진 강성형 편평족의 경우(유연성 편평족이 아닌 경우 포함) : 5급 하지만 평발인 경우 발의 피로가 빨리 오기 때문에 군대 생활이 일반인들보다 힘듭니다. 따라서, 군 입대 전 미리 적절한 치료를 받는 것이 군대 면제를 바라는 것보다 오히려 현명한 방법일 수 있습니다.
"
혈액형이 AB형과 O형 사이에서는 AB형이나 O형의 자녀가 태어날 수 없나요?,"관련 질병
수혈

","일반적으로는 그러하나, AB형이 cis-AB형일 경우 AB형이나 O형도 태어날 수 있습니다. cis-AB란 우리나라와 일본에 많은 특이 혈액형으로서, 한쪽 염색체에 AB형 모두를 표현하는 유전자가 들어 있는 경우입니다.ABO 혈액형을 나타내는 유전자는 9번 염색체에 있는데, 이 유전자에 의해 특정한 전이효소가 발현되고, 이 전이효소의 기능에 의해 ABO 혈액형이 발현하게 됩니다. 보통은 한쪽 염색체에 한 가지 혈액형을 나타내는 유전자가 들어 있어 AB형일 경우 한쪽 상동 염색체에서는 A형을, 다른 상동 염색체에서는 B형을 나타내는 유전자가 들어 있으나, cis-AB일 경우 한쪽 염색체에서는 AB형을 나타내는 유전자가, 다른 염색체에서는 다른 혈액형(A, B, O)을 나타내는 유전자가 있게 됩니다. 따라서 이런 cis-AB형은 O형과 결혼해도 A형, B형뿐만 아니라 AB형, O형의 자녀도 낳을 수 있습니다. cis-AB형의 자녀가 일반적으로 예상되는 혈액형이 아니어서 가정에서 불화를 빚는 경우도 있는데, 사실 과거에는 많은 cis-AB 혈액형이 친자확인 과정에서 밝혀지기도 했습니다.
"
대상포진은 재발할 수 있는지?,"관련 질병
대상포진

","건강한 사람에서 재발은 매우 드물지만, 면역능력이 저하된 환자는 간혹 재발할 수 있습니다.
"
출산 후 운동이 회복에 도움이 되나요?,"관련 질병
자연 분만

","출산 후 적당한 운동은 산모의 체중이 임신 이전 상태로 회복되고 이완된 복벽이나 회음부 근육의 탄력을 회복하는 데 도움을 줍니다. 그러나 산후 출혈이 계속되거나 몸이 불편한 경우는 중지해야 합니다.1) 산후 운동의 효과- 분만 시 늘어난 복벽과 골반 및 근육의 수축회복을 촉진시키고 체력을 길러줍니다.- 혈액순환을 좋게 해 줍니다.- 소변의 배출과 자궁수축을 도와줍니다.- 산후긴장을 풀어주고 피로회복의 효과가 있습니다.- 모유의 분비를 촉진시켜 줍니다. 변비방지에도 도움이 됩니다.2) 수면과 안정을 취하는 자세복부가 바닥을 향하게 엎드립니다. 베개를 배의 상부에 놓고 다룬 베개를 머리와 양 어깨에 놓으면 젖이 눌리지 않으므로 더욱 편하게 됩니다. 산후 1일 부터는 심호흡부터 연습합니다. 심호흡을 하면 긴장이 풀리고 몸이 유연하게 됩니다.산후 2일 부터는 복부의 근육을 긴장시키는 운동을 시작합니다. 똑바로 누운 자세로 복식호흡에 맞추어 머리를 들어 올립니다.또 분만의 피로가 회복되면 혈액순환을 좋게 하기 위해서 발목이나 손끝을 움직입니다. 산후 3일 부터는 모유가 잘 나오도록 하기 위하여 어깨 상하운동을 시작하여 유방의 발달을 촉진시킵니다.그리고 항문이나 요동의 근육은 질과 연결되어 있어 항문을 힘껏 닫는 듯이 힘을 주는 운동은 질 근육의 회복을 촉진시키는데 효과가 있습니다. 산후 4~6일이 되면 똑바로 누운 자세에서 두 팔을 사용하지 않고 상반신 일으키기와 다리 상하운동을 연습합니다.상반신과 하반신을 이제까지 했던 것보다 크게 움직이고 근육을 더욱 수축시킵니다. 산후 1주경부터 한 달이 될 때까지는 이제까지의 운동을 적당히 연결해서 계속합니다. 피로하지 않은 한도 내에서 점차 횟수를 늘려가는 것이 좋습니다.
"
성장을 촉진시키기 위해서 잠은 몇 시간 동안 자야 하나요? 몇 시에 잠자리에 들게 해야 할까요?,"관련 질병
저신장

","수면 중에 성장호르몬의 분비가 증가한다는 것은 사실입니다.하지만 지금까지의 대부분의 연구가 수면과 생체 리듬과의 관계에 대한 내용으로 실제 수면의 기간이나 취침 시간과 성장과의 관계에 대한 내용은 아닙니다.요즘처럼 아이들이 학교 수업과 방과 후 학원 공부 등으로 수면 시간이 늦어지고 운동할 시간이 별로 없는 환경은 성장뿐만 아니라 건강에도 물론 좋다고는 볼 수 없습니다.그렇다고 성장을 위하여 현실적으로 불가능한 10시 또는 11시에는 무조건 잠자리에 들어야 한다고 권해야만 할 정도의 의학적인 근거는 없습니다.성장호르몬의 분비는 수면의 양보다는 수면의 질과 보다 더 관계가 있다는 연구 결과가 있습니다.짧은 수면이라도 보다 깊고 편하게 숙면을 취할 수 있도록 해 주시는 것이 중요할 것입니다.
"
갑상선기능저하증에는 어떤 음식이 좋은가요?,"관련 질병
갑상선 기능 저하증

","‘갑상선염이다’ 또는 ‘갑상선기능저하증이다’라고 진단을 받으면 처음 하는 질문이 ‘무엇을 먹으면 좋은가요?’인 경우가 많습니다. 하지만 갑상선염이나 갑상선기능저하증의 경우 오히려 피해야 할 것이 있는데 바로 해조류를 주재료로 만든 건강보조식품입니다. 김, 미역, 다시마 등 해조류에는 요오드가 다량 함유돼 있습니다.요오드는 갑상선호르몬을 만드는 재료로 쓰이므로, 요오드가 모자라면 갑상선기능저하증이 생길 수 있습니다. 그러나 우리나라에서는 하루에 필요한 요오드 섭취량의 약 20배 정도를 섭취하고 있어 요오드 부족으로 인한 갑상선 질환은 없습니다. 그런데도 많은 사람들이 갑상선 질환 환자는 요오드를 많이 섭취해야 한다고 잘못 알고 있습니다.따라서, 정상 갑상선 기능을 유지하던 만성 갑상선염 환자가 요오드가 풍부한 다시마 가루나 정제, 다시마 차 등을 복용함으로써 오히려 갑상선기능저하증으로 되어 병원을 방문하는 경우가 종종 있습니다. 이런 경우에는 복용하던 식품을 중단하면 1~3개월 뒤 갑상선 기능이 정상으로 회복됩니다. 하지만 반찬으로 섭취하는 정도의 해초류나 요오드가 다량 함유되어 있는 브로콜리, 양배추 등의 야채들은 갑상선 기능에 별 영향을 미치지 않으므로 제한하지 않고 드셔도 됩니다.
"
혈액투석을 받는데 비용은 얼마나 드나요?,"관련 질병
혈액 투석

","도관을 삽입하여 투석하는 응급 투석의 경우에는 치료에 따라 비용이 다양하여 추정하기 힘드나, 외래로 내원하여 투석을 받는 경우는 2009년 기준으로 1회 투석시 본인비용이 약 26,840원입니다. 그 외에 약값 및 검사비, 식사비, 조혈제 등이 추가됩니다. 이 비용은 환자에게 처방된 조혈제 용량과 처방된 검사에 따라 달라질 수 있습니다.
"
운동부하검사란 무엇입니까?,"관련 질병
고혈압 환자의 운동요법

","표준 운동부하검사 방법 및 프로토콜이 고혈압 환자에게도 사용될 수 있습니다. 관상동맥질환 위험인자(남자, 당뇨병, 고지혈증, 관상동맥질환의 가족력, 흡연) 중 2가지 이상 있는 사람, 40세 이상 남자, 50세 이상 여자는 심한 운동프로그램을 시작하기 전에 심전도를 모니터하면서 부하검사를 시행해야 합니다.운동 훈련의 강도에 관계없이 심혈관질환의 증상이 있거나 심혈관질환이 있는 사람은 운동프로그램을 시작하기 전에 심전도를 모니터하면서 운동부하검사를 시행해야 합니다.운동처방의 목적으로 운동부하검사가 시행될 때 고혈압환자는 평소 복용하던 항고혈압제를 써야 합니다. 안정시 수축기혈압이 200mmHg가 넘거나 이완기혈압이 115mmHg가 넘으면 운동부하검사에 상대적금기가 됩니다.수축기혈압이 260mmHg를 넘거나 이완기혈압이 115mmHg를 넘으면 운동부하검사를 중단해야 합니다.
"
